#,Term,Sinhala Term,Tamil Term,Glossary
4564,lawsuit,නඩුව,சட்டத் துடர்ச்சி,Law
4565,lawyer,නීතීඥවරයා,சட்ட அறிஞர்,Law
4566,lay,ගිහි; වෘත්තීය සුදුසුකම් නොමැති,இட்டுவை,Law
4567,lay  before the parliament,පාර්ලිමේන්තුවේ සභාගත කරනවා,பாராளுமன்றத்தின்முன் இடு,Law
4568,lay by,නතරකර තබනවා,ஒதுக்கிவை,Law
4569,lay day,හෝනා දිනය; පැටවුම් බෑම් සඳහා වෙන්කළ දිනය,ஒதுக்கிய நாள்,Law
4570,lay jurist,වෘත්තීය සුදුසුකම් නොමැති නීති; ගිහි නීති වේදියා,தொழில்சார் தகுதியற்ற சட்டங்கள்,Law
4571,layout designs,පිරිසැලසුම් නිර්මාණ,திட்ட அமைப்பு உருவரைகள்,Law
4572,lead,‍‍මෙ‍හෙයවනවා; ඉදිරිපත් කරනවා,கொண்டு நடாத்துதல்; முன்வைத்தல்,Law
4573,lead case,ප‍්‍රධාන නඩුව,பிரதான வழக்கு,Law
4574,lead evidence,සාක්ෂි ඉදිරිපත් කරනවා,சான்று நெறிப்படுத்து,Law
4575,leading authority,ප‍්‍රධාන අධිකරණ තීරණය; මුඛ්‍ය ප්‍රාමාණ්‍යය,தலையாய ஆதாரம்,Law
4576,leading case,ප්‍රධාන නඩුව,தலையாய வழக்கு,Law
4577,leading quetion,උත්තර හඟවන අන්දමේ ප‍්‍රශ්නය,விடைதொனி வினா,Law
4578,league,සංගමය; ක්‍රීඩා සමාජ කණ්ඩායම,குழுமம்,Law
4579,league of nations,ජාතීන්ගේ සංගමය,நாடுகள் குழுமம்,Law
4580,leap year,අධික අවුරුද්ද,லீப் ஆண்டு,Law
4581,lease,බද්ද,குத்தகை,Law
4582,lease agreement,බදු ගිවිසුම,குத்தகை ஒப்பந்தம்,Law
4583,lease at will,සුළු බද්ද,இச்சைக் குத்தகை,Law
4584,lease rental,බදුකුලී,வாடகை குத்தகை,Law
4585,lease uncommon form,සාමාන්‍ය ආකාර බදුකරය,வழமைபுறத்த வடிவக் குத்தகை,Law
4586,leasehold,බදු ඉඩම; බදුකරය,குத்தகை நிலம்,Law
4587,leaseholdestate,බදුකර ඉඩම,குத்தகைப்பாற்பட்ட மரணச்சொத்து,Law
4588,leasing,බද්දට දීම;  බදු දීම,குத்தகைக்கு விடல்,Law
4589,leave,අවසරය,அனுமதி,Law
4590,leave and licence,අවසරය සහ බලය,அனுமதியும் உரிமமும்,Law
4591,leave of absence,නොපැමිණීමේ අවසරය,வராமைக்கான அனுமதி,Law
4592,leave of court,අධිකරණයේ අවසරය ඇතිව,நீதிமன்றத்தின் அனுமதியுடன்,Law
4593,leave of the judge,විනිශ්චයකාරවරයාගේ අවසරය ඇතිව,நீதிபதியின் அனுமதியுடன்,Law
4594,leave to appeal,අභියාචනය කිරීමට අවසරදීම,மேன்முறையீட்டுக்கான அனுமதி,Law
4595,leave to proceed,ඉදිරියට ගෙනයාමේ අවසරය,தொடர்வதற்கான அனுமதி,Law
4596,legacy,තෙස්තමේන්තු දායාදය,உயில்பேறு,Law
4597,legal act,‍නෛතික ක‍්‍රියාව,சட்டரீதியான செயல்,Law
4598,legal admissiability,නීත්‍යනුකූලව ඇතුළත් කළ හැකි බව,சட்டரீதியான ஏல்தகைமை,Law
4599,legal advice,නීති උපදේශ,சட்டமதியுரை,Law
4600,legal adviser,නීති උපදේශක,சட்டமதியுரைஞர்,Law
4601,legal age,නීතයෙන් පිළිගත් වයස,சட்டரீதியான வயது,Law
4602,legal assignment,‍නෛතික පැවරීම; නීත්‍යනුකූල පැවරීම,சட்டரீதியான சாட்டுதல்,Law
4603,legal assitant,නීති සහායක,சட்ட உதவியாளர்,Law
4604,legal burden,නීතියෙන් පැවරෙන බර,சட்டப் பொறுப்பு,Law
4605,legal character,නෛතික ස්වරූපය,சட்டப் பண்பு,Law
4606,legal concept,නිත්‍යනුකූල සංකල්පය,சட்டக் கருத்து,Law
4607,legal consequence,‍නෛතික ප‍්‍රතිඑලය,சட்ட விளைவு,Law
4608,legal controversy,‍නෛතික මතභේදය,சட்டக்கருத்து மாறுபாடு,Law
4609,legal correlations,නෛතික සහසම්බන්ධතාවය,சட்ட இணைவுகள்,Law
4610,legal cost,නීති ගාස්තු,சட்ட வழக்குச்செலவு,Law
4611,legal cruelty,නීතිමය ක‍්‍රෑරත්වය,சட்டக் கொடூரம்,Law
4612,legal currency,‍නෛතික ව්‍යවහාර මුදල,சட்ட நாணயம்,Law
4613,legal cutody,නීත්‍යනුකූල භාරය,சட்டக் கட்டுக்காவல்,Law
4614,legal cutom,නීති චාරිත‍්‍රය,சட்ட வழக்காறு,Law
4615,legal defence,නීත්‍යනුකූල විත්තිවාවකය,சட்டரீதியான எதிர்காப்பு,Law
4616,legal demand,නීත්‍යනුකුල ඉල්ලීම,சட்டக் கோரிக்கை,Law
4617,legal difference,නීත්‍යනුකූල වෙනස්කම,சட்ட வேறுபாடு,Law
4618,legal disability,නීත්‍යනුකූල අශක්නුතාව,சட்ட இயலாமை,Law
4619,legal doctrine,‍නෛතික න්‍යාය,சட்டக் கோட்பாடு,Law
4620,legal document,‍නෛතික ලේඛනය,சட்ட ஆவணம்,Law
4621,legal duty,‍නෛතික යුතුකම,சட்டக் கடமை,Law
4622,legal easement,‍නෛතික පරවශතාව,சட்டரீதியான வசதியுரிமை,Law
4623,legal effect,‍නෛතික බලපෑම,சட்ட விளைவு,Law
4624,legal elements,‍නෛතික අංග,சட்டக் கூறுகள்,Law
4625,legal entity,නෛතික අස්තීත්වය,சட்டத்தனியுரு,Law
4626,legal error,‍නෛතික ‍දෝෂය,சட்ட வழு,Law
4627,legal estate,නීත්‍යනුකූල බූදලය,சட்டரீதியான சொத்து,Law
4628,legal evidence,නීත්‍යනුකූල සාක්ෂි,சட்டச் சான்று,Law
